domain,country,as_of,field,row_index,value
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,48,"$75 – $15,000"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,48,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,49,"Dutch Lottery VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,49,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,50,"Ivo: AI VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,50,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,51,"Dashlane Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,51,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,52,"Spacelift VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,52,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,53,"TrueLayer VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,53,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,54,"Salto Vulnerability Disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,54,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,55,"NVIDIA Public Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,55,"$150 – $15,000"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,55,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,56,"Grafana Labs - Vulnerability Disclosure Program (VDP)"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,56,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,57,"European Space Agency (ESA) VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,57,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,58,"OURA Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,58,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,59,"Daytona Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,59,"€200 – €3,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,59,"Bug bounty program 2FA Required Application Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,60,"SolarWinds VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,60,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,61,"Wärtsilä Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,61,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,62,"University of Basel VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,62,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,63,"Tekion VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,63,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,64,"Attentia VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,64,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,65,"Atolls Vulnerability Disclosure Program (VDP)"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,65,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,66,"CARIAD VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,66,"Responsible disclosure T&C Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,67,"Coveo Public Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,67,"$100 – $5,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,67,"Bug bounty program 2FA Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,68,"ICI PARIS XL"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,68,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,68,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,69,"The Perfume Shop"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,69,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,69,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,70,"Marionnaud"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,70,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,70,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,71,"Superdrug"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,71,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,71,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,72,"Adobe Public"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,72,"$75 – $15,000"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,72,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,73,"Dutch Lottery VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,73,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,74,"Ivo: AI VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,74,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,75,"Dashlane Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,75,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,76,"Spacelift VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,76,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,77,"TrueLayer VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,77,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,78,"Salto Vulnerability Disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,78,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,79,"NVIDIA Public Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,79,"$150 – $15,000"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,79,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,80,"Grafana Labs - Vulnerability Disclosure Program (VDP)"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,80,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,81,"European Space Agency (ESA) VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,81,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,82,"OURA Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,82,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,83,"Daytona Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,83,"€200 – €3,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,83,"Bug bounty program 2FA Required Application Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,84,"SolarWinds VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,84,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,85,"Wärtsilä Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,85,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,86,"University of Basel VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,86,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,87,"Tekion VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,87,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,88,"Attentia VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,88,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,89,"Atolls Vulnerability Disclosure Program (VDP)"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,89,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,90,"CARIAD VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,90,"Responsible disclosure T&C Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,91,"Coveo Public Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,91,"$100 – $5,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,91,"Bug bounty program 2FA Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,92,"ICI PARIS XL"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,92,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,92,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,93,"The Perfume Shop"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,93,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,93,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,94,"Marionnaud"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,94,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,94,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,95,"Superdrug"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,95,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,95,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,96,"Adobe Public"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,96,"$75 – $15,000"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,96,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,97,"Dutch Lottery VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,97,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,98,"Ivo: AI VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,98,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,99,"Dashlane Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,99,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,100,"Spacelift VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,100,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,101,"TrueLayer VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,101,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,102,"Salto Vulnerability Disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,102,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,103,"NVIDIA Public Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,103,"$150 – $15,000"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,103,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,104,"Grafana Labs - Vulnerability Disclosure Program (VDP)"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,104,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,105,"European Space Agency (ESA) VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,105,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,106,"OURA Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,106,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,107,"Daytona Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,107,"€200 – €3,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,107,"Bug bounty program 2FA Required Application Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,108,"SolarWinds VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,108,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,109,"Wärtsilä Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,109,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,110,"University of Basel VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,110,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,111,"Tekion VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,111,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,112,"Attentia VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,112,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,113,"Atolls Vulnerability Disclosure Program (VDP)"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,113,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,114,"CARIAD VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,114,"Responsible disclosure T&C Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,115,"Coveo Public Bug Bounty"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,115,"$100 – $5,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,115,"Bug bounty program 2FA Required"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,116,"ICI PARIS XL"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,116,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,116,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,117,"The Perfume Shop"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,117,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,117,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,118,"Marionnaud"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,118,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,118,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,119,"Superdrug"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,119,"$10 – $8,500"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,119,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,120,"Adobe Public"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,bounty_range,120,"$75 – $15,000"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,120,"Bug bounty program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,121,"Dutch Lottery VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,121,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,122,"Ivo: AI VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,122,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,123,"Dashlane Vulnerability Disclosure Program"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,123,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,124,"Spacelift VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,124,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,125,"TrueLayer VDP"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,125,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,126,"Salto Vulnerability Disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_type,126,"Responsible disclosure"
www.intigriti.com,us,2026-08-22T19:17:39.148Z,program_name,127,"NVIDIA Public Bug Bounty"
